"picture","file","title","page_link","format","doi","contact_email","url","description","citation","legacy_output_id","legacy_user_id"
"4-150x150.jpg","Fitzmaurice-2014-MSc-Thesis-mammal-disturbance-and-hunting.pdf","The Direct and Indirect Impacts of Logging on Mammals in Sabah, Borneo","index.html%3Fp=68425.html","Masters Thesis",NA,NA,NA,"The threats to biodiversity in South East Asia include selective logging for timber and clear felling for oil palm, and wildlife hunting for subsistence and for trade markets. The conservation value of these degraded logged forests before conversion to oil palm in Sabah, Borneo, for threatened biodiversity has been poorly studied and wildlife hunting is a difficult topic to research due to its sensitivities, therefore there is a lack of data. This project evaluated the impacts of logging on mammals. (i) indirect impacts - interview based questionnaires used to gather baseline data from local people about wildlife knowledge, perceptions about wildlife and local activities affecting biodiversity, and wildlife hunting by local people. (ii) direct impacts - differences in community composition, species richness and species occupancy along a logging gradient to develop 'zones of disturbance', using randomised camera trap data of species and wildlife hunting activity, logging bulldozer data and logging extraction data. Local people's knowledge about local wildlife was low, with 36% of respondents (n = 112) correctly identifying local species. Only seven respondents admitted to hunting recently and 20 respondents had hunted. Logging was the main activity that was stated to be affecting biodiversity, followed by farming and wildlife hunting. The zones of disturbance logging activities and wildlife hunting were shown to impact species presence, with some species only occurring in green zones (currently unlogged forest), such as stink badger (Mydaus javanensis) and some species only occurring in red zones (high logging activity), including species of conservation concern, such as Sunda clouded leopard (Neofelis diardi) and Sunda pangolin (Manis javanica). The occupancy analysis and zones of disturbance show that the majority of species may be tolerant of logging and wildlife hunting disturbances, such as Sambar deer (Rusa unicolor). Species tolerance to disturbance during logging needs further investigation to provide valuable information for logging concession management plans and species action plans to reduce disturbance and highlight if these degraded forests have conservation value.","Amy Fitzmaurice September 2014 A thesis submitted for the partial fulfillment of the requirements for the degree of Master of Science/Research at Imperial College London. Submitted for the M.Sc. Conservation Science.",48,62
"IMG_3639-110x110.jpg","Phipps-2014-MSc-Thesis-fish-gut-contents.pdf","Investigating the effects of riparian timber extraction on trophic interactions of three Cyprynid Species from the Kalabakan Basin, Northern Borneo Using DNA Metabarcoding","index.html%3Fp=68415.html","Masters Thesis",NA,NA,NA,"The accurate characterisation of trophic interactions is of importance to many fields of science, from single species conservation through to resolving community level food webs and assessing ecosystem function. With the advent of next generation DNA sequencing technologies, the study of trophic ecology experienced an important progression; the identification of resource species through the recovery of short, but informative 'barcode' regions of DNA from tissues present in gut contents or faeces. to date very few have focussed on freshwater systems, and to our knowledge none from the tropical streams of northern Borneo. The current study aims to characterise the diets of three locally abundant cyprinid species in order to identify the key resources they exploit and how timber extraction modifies resource use. Field work was carried out over three streams which had been subjected to varying logging intensity. PCR was conducted on stomach samples taken, employing two chloroplastic, rbcL and trnL markers and one mitochondrial marker, COI. 63, 19 and 2 taxa were detected, respectively. Taxonomic richness was found to be lower in heavily-logged sites, and species were found to respond differentially to logging intensity. The results of this study serve to emphasise the importance of riparian buffer zones in mitigating the detrimental effects of timber extraction on freshwater communities. The use of molecular techniques afforded a level of taxonomic resolution that would not have been possible through classical methods, however further research should be done in order to fully explore the dietary diversity these species exhibit.","Phipps C. D. 5 September 5, 2014. MSc. Imperial College London, London.",49,165
"IMG_0686-110x110.jpg","Sharp-2014-MSc-Thesis-beetle-family-beta-diversity.pdf","Relating beta-diversity to distance and disturbance in Borneo's disturbed tropical forests","index.html%3Fp=68387.html","Masters Thesis",NA,NA,NA,"The tropical lowland forests of Borneo are increasingly threatened by logging and conversion to palm oil plantation. Previous studies have demonstrated declines in alpha-diversity associated with this land-use modification, but trends in other components of diversity have been largely neglected. I applied Jost's “true” diversity measures with a functionally-diverse group (beetles, order: Coleoptera) to estimate ecosystem-level changes in gamma-, alpha- and beta-diversity associated with disturbance. Calculating diversity based on taxa richness, gamma- and beta-diversity decreased with disturbance. When proportions of taxa counts were considered, only beta-diversity decreased. In all cases beta-diversity is influenced by interactions between distance and disturbance, and provides a more descriptive insight into changing community structure than either other component. Generalised dissimilarity models revealed that where beta is based on richness, distance is by far its strongest predictor, whereas disturbance is stronger when proportions are included. Declines in beta-diversity likely result from reduced habitat heterogeneity and a switch from niche differentiation to habitat filtering. Studies in this field cannot continue to rely solely on alpha-diversity when beta can be the only component to respond to disturbance. Taxa proportions must be included in future diversity quantification to reveal the full impact of habitat quality on community composition. There is potential for beta-diversity to be used in determining suitable spatial scales for the efficient conservation of biodiversity in new protected areas.","Sharp, A. C. 2014. Relating beta-diversity to distance and disturbance in Borneo's disturbed tropical forests. MSc. Imperial College London, London.",50,186
"download-150x150.jpg","bernard-et-al-2014-AnnRepProNatura-primates.pdf","The distribution and persistence of primate species in disturbed and converted forest landscapes in Sabah, Malaysia: Preliminary results","index.html%3Fp=67728.html","Journal",NA,NA,NA,"As disturbance and conversion of tropical rainforests due to man-made activities in many parts of the world continue at alarming rates, the future of many tropical rainforest species will depend more than ever on the effective management of a mixture of human-modified landscape. We studied the non-human primate community by direct and indirect sightings across a gradient of habitat disturbance, from old growth forest to heavily logged forest to oil palm plantation, in and around the Stability of Altered Forest Ecosystems (SAFE) Project experimental area in Kalabakan Forest Reserve, south central part of Sabah, Malaysian Borneo. Here we provide the preliminary analysis of our data. We confirmed the existence of nine, of the total of 10 species of non-human primates found in Sabah, within the surveyed areas. By using occupancy analysis we found no evidence of differential habitat disturbance effects on the primate community. We also found no evidence supporting differential habitat disturbance effects on the primate community based on animal body size or feeding habit. The lack in such evidences is surprising and it is likely due to the artifact of the small data set of this study. Interestingly, however, the presence of eight species of primates within the heavily logged forest sampling sites, which included endemic species and species of high conservation concern, e.g. orangutan, proboscis monkey and Bornean gibbon, shows that even highly disturbed forests are still valuable for primate conservation.","",51,12
"600px-Macro_Termite_Soldier-110x110.jpg",NA,"Functional structure of ant and termite assemblages in old growth forest, logged forest and oil palm plantation in Malaysian Borneo","index.html%3Fp=67690.html","Journal","http://dx.doi.org/10.1007/s10531-014-0750-2","sarah.h.luke@gmail.com.",NA,"Forested tropical landscapes around the world are being extensively logged and converted to agriculture, with serious consequences for biodiversity and potentially ecosystem functioning. Here we investigate associations between habitat disturbance and functional diversity of ants and termites—two numerically dominant and functionally important taxa in tropical rain forests that perform key roles in predation, decomposition, nutrient cycling and seed dispersal. We compared ant and termite occurrence and composition within standardised volumes of soil and dead wood in old growth forest, logged forest and oil palm plantation in Sabah, Malaysian Borneo. Termites occurred substantially less frequently in converted habitats than in old growth forest, whereas ant occurrences were highest in logged forest and lowest in old growth forest. All termite feeding groups had low occurrence in disturbed habitats, with soil feeders occurring even less frequently than wood feeders. Ant functional groups showed more variable associations, with some opportunist and behaviourally dominant groups being more abundant in degraded habitats. The importance of ants and termites in tropical ecosystems and such differing patterns of assemblage variation suggest that ecosystem functioning may be significantly altered in converted habitats.","Luke, S., T. Fayle, P. Eggleton, E. Turner, and R. Davies. 2014. Functional structure of ant and termite assemblages in old growth forest, logged forest and oil palm plantation in Malaysian Borneo. Biodiversity and Conservation:1-16.",52,128
"603580_789295437747179_800645173_n-110x110.jpg","Bili-et-al-2014-primates.pdf","The distribution and persistence of primate species in disturbed forest landscape in Sabah, Malaysian Borneo","index.html%3Fp=67657.html","Poster",NA,NA,NA,"","Bili, R., G. Hanya, O. Wearn, A. H. Ahmad and H. Bernard. 2014. The distribution and persistence the primate species in disturbed forest landscape in Sabah, Malaysian Borneo. Regional Conference on Protected Area and Biodiversity Management in Southeast Asia. Kota Kinabalu, Malaysia",53,12
"450px-Elaeis_guineensis0-110x110.jpg",NA,"Sustainable Palm Oil Platform","index.html%3Fp=67607.html","Other",NA,NA,NA,"ZSL's Sustainable Palm Oil Platform provides information for all stakeholders in the sustainable palm oil supply chain, from upstream growers right through to downstream consumers. It is navigable by geographic region or stakeholder category and brings together a diverse range of tools and resources - including case studies, interviews, and links to relevant websites and publications.","",54,57
"20060620-borneo_sucker-cover-110x110.jpg","SAFE-Project-FW-fish-list-w-PIC-Tan-Heok-Hui.pdf","Freshwater fish list with pictures","index.html%3Fp=67604.html","Other",NA,NA,NA,"","",55,57
"Ant_close_0712_small-110x110.jpg","Key-to-the-ant-genera-of-Borneo-English-Malay.pdf","Key to the workers of the 100 ant genera and 12 ant subfamilies of Borneo in English and  Malay","index.html%3Fp=67601.html","Other",NA,NA,NA,"Adapted and updated by Tom M. Fayle from the keys written by Yoshiaki Hashimoto, with additional material from LaPolla et al 2010 (Prenolepis group genera) and Zettel and Zimmerman 2007 (Forelophilus). Translated into Malay by Kalsum M. Yusah. Note that this key does not yet include Tyrannomyrmex, Romblonella, and Leptothorax, nor Bregmatomyrma, which is known only from the queen. The numbers of genera given within subfamilies are for Borneo only. Translations in Malay are in italic following each half of each couplet.","",56,60
"cld1200726-4.767556-N-116.915092-E-E-110x110.jpg",NA,"Biomass estimation of mixed forest landscape using a Fourier transform texture-based approach on very-high-resolution optical satellite imagery","index.html%3Fp=67596.html","Journal","http://dx.doi.org/10.1080/01431161.2014.903441","ms2127@cam.ac.uk.",NA,"Assessment of forest structure parameters via remote-sensing data offers the opportunity to examine stand parameters and to detect degradation and forest dynamics, such as above-ground biomass (AGB), at the landscape scale. While much attention has focused on spectrum-based and radar backscatter approaches for assessing forest biomass, texture-based approaches show strong promise. This work makes use of the novel Fourier transform textural ordination (FOTO) method, which involves the combination of 2D fast Fourier transform (FFT) and ordination through principal component analysis (PCA) for characterizing the structural and textural properties of vegetation. This technique presents the potential of Fourier transform approaches in estimating the different forest types, their stand structure, and biomass dynamics in the context of an oil palm?tropical forest landscape in Sabah, Malaysian Borneo. The method was applied to the recordings of very-high-resolution (VHR) Satellite Pour l?Observation de la Terre (SPOT) imagery of the study area. The technique proved useful in distinguishing between the forest types and developing individual biomass estimate models for various forest types. Results show that the FOTO method is able correctly to resolve high AGB values of various forest types. These findings are in agreement with the results based on ground measurements.","Singh, M., Y. Malhi, and S. Bhagwat. 2014. Biomass estimation of mixed forest landscape using a Fourier transform texture-based approach on very-high-resolution optical satellite imagery. International Journal of Remote Sensing 35:3331-3349.",57,191
"Paragymnopleurus-rolling-110x110.jpg",NA,"Do riparian reserves support dung beetle biodiversity and ecosystem services in oil palm-dominated tropical landscapes?","index.html%3Fp=67571.html","Journal","http://dx.doi.org/10.1002/ece3.1003","claudiagray@gmail.com.",NA,"Agricultural expansion and intensification are major threats to global biodiversity, ecological functions, and ecosystem services. The rapid expansion of oil palm in forested tropical landscapes is of particular concern given their high biodiversity. Identifying management approaches that maintain native species and associated ecological processes within oil palm plantations is therefore a priority. Riparian reserves are strips of forest retained alongside rivers in cultivated areas, primarily for their positive hydrological impact. However, they can also support a range of forest-dependent species or ecosystem services. We surveyed communities of dung beetles and measured dung removal activity in an oil palm-dominated landscape in Sabah, Malaysian Borneo. The species richness, diversity, and functional group richness of dung beetles in riparian reserves were significantly higher than in oil palm, but lower than in adjacent logged forests. The community composition of the riparian reserves was more similar to logged forest than oil palm. Despite the pronounced differences in biodiversity, we did not find significant differences in dung removal rates among land uses. We also found no evidence that riparian reserves enhance dung removal rates within surrounding oil palm. These results contrast previous studies showing positive relationships between dung beetle species richness and dung removal in tropical forests. We found weak but significant positive relationships between riparian reserve width and dung beetle diversity, and between reserve vegetation complexity and dung beetle abundance, suggesting that these features may increase the conservation value of riparian reserves. Synthesis and applications: The similarity between riparian reserves and logged forest demonstrates that retaining riparian reserves increases biodiversity within oil palm landscapes. However, the lack of correlation between dung beetle community characteristics and dung removal highlights the need for further research into spatial variation in biodiversity-ecosystem function relationships and how the results of such studies are affected by methodological choices.","Gray, C. L., E. M. Slade, D. J. Mann, and O. T. Lewis. 2014. Do riparian reserves support dung beetle biodiversity and ecosystem services in oil palm-dominated tropical landscapes? Ecology and Evolution",58,73
"IMGP9867-110x110.jpg",NA,"Effects of marking methods and fluorescent dusts on Aedes aegypti survival","index.html%3Fp=67560.html","Journal","http://dx.doi.org/10.1186/1756-3305-7-65","bd709@ic.ac.uk.",NA,"Background Tracking the movement of mosquitoes and understanding dispersal dynamics is essential for the control and prevention of vector-borne diseases. A variety of marking techniques have been used, including dusts and dyes. Methods In this study, Aedes aegypti were marked using fluorescent dusts ('DayGlo': A-19 Horizon Blue & A-13-N Rocket Red; 'Brian Clegg': pink, blue & red), fluorescent paints ('Brian Clegg': blue, red & yellow) and metallic gold dust ('Brian Clegg'). Dusting methods were those previously used in mark-release-recapture experiments, including application with a bulb duster, creation of a dust storm or shaking in a bag. Results Results showed marking mosquitoes using a dust storm allowed relatively high survival, compared to unmarked controls (Males: χ 2 = 3.24, df = 4, p = 0.07; Females: χ 2 = 3.24, df = 4, p = 0.04), and high marking efficiency. Using a bulb duster showed high survival in male mosquitoes (χ 2 = 12.59, df = 4, p<0.000), but low survival in female mosquitoes during the first 15 days of the study (χ 2 = 5.17, df = 4, p<0.05). The bulb duster also had the lowest marking efficiency compared to other dry marking techniques. The bag method showed low survival in males during the first 15 days of the study (χ 2 = 5.77, df = 4, p<0.05). Applying paints had an overall negative impact on survival for males (χ 2 = 5.03, df = 3, p<0.05), but not for females (χ 2 = 0.19, df = 3, p = 0.661). Males dusted with DayGlo Horizon Blue dust, and females dusted with DayGlo Rocket Red dust, had the most significant reduction in survivorship in comparison to the control (Males: χ 2 = 15.70, df = 6, p<0.000; Females: χ 2 = 24.47, df = 6, p<0.000). Mosquitoes marked with Brian Clegg gold dust showed mortality rates similar to controls within male mosquitoes (χ 2 = 0.18, df = 6, p = 0.674), but significantly lower in females (χ 2 = 16.59, df = 6, p<0.000).

Conclusions This study showed that marking technique and colour can have a significant impact on the survival and marking coverage of a mosquito.","Dickens, B. and H. Brant. 2014. Effects of marking methods and fluorescent dusts on Aedes aegypti survival. Parasites & Vectors 7:65.",59,27
"2008-11-29_0548-110x110.jpg",NA,"Evaluating land use and aboveground biomass dynamics in an oil palm-dominated landscape in Borneo using optical remote sensing","index.html%3Fp=67556.html","Journal","http://dx.doi.org/10.1117/1.JRS.8.083695","s2127@cam.ac.uk.",NA,"The focus of this study is to assess the efficacy of using optical remote sensing (RS) in evaluating disparities in forest composition and aboveground biomass (AGB). The research was carried out in the East Sabah region, Malaysia, which constitutes a disturbance gradient ranging from pristine old growth forests to forests that have experienced varying levels of disturbances. Additionally, a significant proportion of the area consists of oil palm plantations. In accordance with local laws, riparian forest (RF) zones have been retained within oil palm plantations and other forest types. The RS imagery was used to assess forest stand structure and AGB. Band reflectance, vegetation indicators, and gray-level co-occurrence matrix (GLCM) consistency features were used as predictor variables in regression analysis. Results indicate that the spectral variables were limited in their effectiveness in differentiating between forest types and in calculating biomass. However, GLCM based variables illustrated strong correlations with the forest stand structures as well as with the biomass of the various forest types in the study area. The present study provides new insights into the efficacy of texture examination methods in differentiating between various land-use types (including small, isolated forest zones such as RFs) as well as their AGB stocks.","Singh, M., Y. Malhi, and S. Bhagwat. 2014. Evaluating land use and aboveground biomass dynamics in an oil palm-dominated landscape in Borneo using optical remote sensing. Journal of Applied Remote Sensing 8:083695.",60,191
"20110715-130300-110x110.jpg",NA,"Assessing the status of wild felids in a highly-disturbed commercial forest reserve in Borneo and the implications for camera trap survey design","index.html%3Fp=67550.html","Journal",NA,NA,NA,"The proliferation of camera-trapping studies has led to a spate of extensions in the known distributions of many wild cat species, not least in Borneo. However, we still do not have a clear picture of the spatial patterns of felid abundance in Southeast Asia, particularly with respect to the large areas of highly-disturbed habitat. An important obstacle to increasing the usefulness of camera trap data is the widespread practice of setting cameras at non-random locations. Non-random deployment interacts with non-random space-use by animals, causing biases in our inferences about relative abundance from detection frequencies alone. This may be a particular problem if surveys do not adequately sample the full range of habitat features present in a study region. Using camera-trapping records and incidental sightings from the Kalabakan Forest Reserve, Sabah, Malaysian Borneo, we aimed to assess the relative abundance of felid species in highly-disturbed forest, as well as investigate felid space-use and the potential for biases resulting from non-random sampling. Although the area has been intensively logged over three decades, it was found to still retain the full complement of Bornean felids, including the bay cat Pardofelis badia, a poorly known Bornean endemic. Camera-trapping using strictly random locations detected four of the five Bornean felid species and revealed inter- and intra-specific differences in space-use. We compare our results with an extensive dataset of .1,200 felid records from previous camera-trapping studies and show that the relative abundance of the bay cat, in particular, may have previously been underestimated due to the use of non-random survey locations. Further surveys for this species using random locations will be crucial in determining its conservation status. We advocate the more wide-spread use of random survey locations in future camera-trapping surveys in order to increase the robustness and generality of inferences that can be made.","Wearn, O. R., J. M. Rowcliffe, C. Carbone, H. Bernard, and R. M. Ewers. 2013. Assessing the status of wild felids in a highly-disturbed commercial forest reserve in Borneo and the implications for camera trap survey design. PLoS ONE 8:e77598.",61,215
"IMGP5264-110x110.jpg",NA,"Quantifying the biodiversity value of repeatedly logged rainforests: gradient and comparative approaches from Borneo","index.html%3Fp=67543.html","Journal","http://dx.doi.org/10.1016/B978-0-12-417199-2.00003-3","m.j.struebig@kent.ac.uk.",NA,"There is substantial variation in the reported effects of logging on tropical forest fauna. In addition to inherent variation in disturbance sensitivity among taxa, another contributing factor is that most studies use comparative analyses of unlogged versus logged forests, which cannot fully account for heterogeneity in disturbance as well as underlying environmental gradients. To better understand how logging affects biodiversity, we examined changes in bat assemblages across a disturbance gradient ranging from old growth to forest logged several times. In one of the first evaluations of repeatedly logged forest, we use both comparative and gradient analyses to reveal substantial signals in assemblage change in response to habitat alteration. Despite multiple rounds of extraction in the most degraded forest, neither approach revealed a definitive effect of logging on site-based richness. However, each approach generated insight into assemblage compositional responses to forest degradation. Structural differences were evident between old-growth and repeatedly logged forest, and depauperate assemblages characterised degraded sites with low, open canopy. Ordinations identified species that best contributed to the signal of assemblage change, and also key associated forest-structure variables. Models of trap-based abundance confirmed not only the importance of forest height in determining assemblage change but also the role of tree-cavity availability in supporting forest specialists, indicating that efforts to supplement this resource could aid restoration. While highlighting the ecological importance of unlogged stands, we show that heavily degraded forests—even those that have been repeatedly logged—still hold some potential value for tropical biota and could have a role in conservation.","Struebig, M., A. Turner, E. A. Giles, F. Lasmana, S. Tollington, H. Bernard, and D. Bell. 2013. Quantifying the biodiversity value of repeatedly logged rainforests: gradient and comparative approaches from Borneo. Advances in Ecological Research 48:183-224.",62,199
"sampling-design-diagram-150x150.jpg",NA,"A fractal-based sampling design for ecological surveys quantifying β-diversity","index.html%3Fp=67541.html","Journal","http://dx.doi.org/10.1111/j.2041-210x.2012.00256.x","charles.marsh07@imperial.ac.uk",NA,"1. Species turnover, b-diversity, underpins a number of ecological processes that define patterns of diversity. Estimates of b-diversity are dependent upon the spatial scale investigated, and patterns may vary across spatial scales. This presents us with a logistical problem of how to sample sufficiently at fine, local scales through to broad, landscape scales to provide accurate estimates of b-diversity at all spatial scales. 2. Here, we present a scalable sampling design based on fractal geometry that is designed to explicitly address questions about b-diversity. Using simulated communities, we assessed the efficacy of the fractal design, along with two further designs representing subsamples of the fractal design and several classical ecological sampling designs (grids and transects) to estimate b-diversity across multiple spatial scales using two measures of b-diversity: community dissimilarity modelled against geographic distance and additive partitioning. 3. All designs successfully modelled dissimilarity against distance, with the exception of grid sets and transects that were found to be unsuitable. When diversity was partitioned intomultiple spatial scales, all sampling designs overestimated large-scale b-diversity. 4. The accuracy of distance-decay estimates were primarily determined by the spatial configuration of sampling points. By contrast, the accuracy of diversity partitioning estimates was also influenced by sampling effort, with insufficient sampling effort and unsuitable sampling point configuration causing overestimates of b-diversity at larger spatial scales. We recommend that studies investigating b-diversity use a cluster-based configuration of sampling points, such as the fractal-based design presented here, to ensure accurate and comparable estimates at multiple spatial scales. Furthermore, when comparing results between studies, care should be taken to account for differences in sampling grain, sampling effort and the configuration of sampling points.","Marsh, C. J. and R. M. Ewers. 2013. A fractal-based sampling design for ecological surveys quantifying β-diversity. Methods in Ecology and Evolution 4:63-72.",63,57
"Plantation-Colour-150x150.jpg","turner-et-al-2012-Planter.pdf","The Stability of Altered Forest Ecosystems Project: investigating the design of human-modified landscapes for productivity and conservation","index.html%3Fp=67534.html","Chapters",NA,NA,NA,"","Turner, E. C., Y. Z. Abidin, H. Barlow, T. M. Fayle, M. H. H. Jaafar, C. V. Khen, J. Larenus, A. Nainar, G. Reynolds, Y. B. Yusof, M. S. Khoo, and R. M. Ewers. 2012. The Stability of Altered Forest Ecosystems Project: investigating the design of human-modified landscapes for productivity and conservation. The Planter 88:453-468.",65,207
"318BALI2_rdax_300x216-150x150.jpg","turner-et-al-2011-InTech.pdf","The impact of oil palm expansion on environmental change: putting conservation research into context","index.html%3Fp=67531.html","Chapters",NA,NA,NA,"","Turner, E. C., J. L. Snaddon, R. M. Ewers, T. M. Fayle, and W. A. Foster. 2011. The impact of oil palm expansion on environmental change: putting conservation research into context.in I. M. A. dos Santos Bernardes, editor. Environmental Impact of Biofuels. InTech.",66,207
"FragmentsBlockC-150x150.png","ewers-et-al-2011-PhilTransB.pdf","A large-scale forest fragmentation experiment: the Stability of Altered Forest Ecosystems Project","index.html%3Fp=67528.html","Journal",NA,NA,NA,"Opportunities to conduct large-scale field experiments are rare, but provide a unique opportunity to reveal the complex processes that operate within natural ecosystems. Here, we review the design of existing, large-scale forest fragmentation experiments. Based on this review, we develop a design for the Stability of Altered Forest Ecosystems (SAFE) Project, a new forest fragmentation experiment to be located in the lowland tropical forests of Borneo (Sabah,Malaysia). The SAFE Project represents an advance on existing experiments in that it: (i) allows discrimination of the effects of landscape-level forest cover from patch-level processes; (ii) is designed to facilitate the unification of a wide range of data types on ecological patterns and processes that operate over a wide range of spatial scales; (iii) has greater replication than existing experiments; (iv) incorporates an experimental manipulation of riparian corridors; and (v) embeds the experimentally fragmented landscape within a wider gradient of land-use intensity than do existing projects. The SAFE Project represents an opportunity for ecologists across disciplines to participate in a large initiative designed to generate a broad understanding of the ecological impacts of tropical forest modification.","Ewers, R. M., R. K. Didham, L. Fahrig, G. Ferraz, A. Hector, R. D. Holt, V. Kapos, G. Reynolds, W. Sinun, J. L. Snaddon, and E. C. Turner. 2011. A large-scale forest fragmentation experiment: the Stability of Altered Forest Ecosystems Project. Philosophical Transactions of the Royal Society B 366:3292-3302.",67,57
"IMGP5145-110x110.jpg","Brant-2011-MSc-Thesis.pdf","Changes in abundance, diversity and community composition of mosquitoes based on different land use in Sabah, Malaysia (MSc)","index.html%3Fp=67508.html","Masters Thesis",NA,NA,NA,"Land use changes, such as deforestation, urbanisation and agriculture can affect mosquito abundance, diversity and community composition. The expansion of oil palm plantation sites in South-east Asia is the main cause for deforestation which could result in a higher prevalence of mosquito-borne diseases, such as dengue fever. This study focuses on how different land use areas (old growth, secondary forest, oil palm and housing) affect mosquito diversity, abundance and community composition. Modified ovitraps with oviposition substrates were placed in each land use area to collect mosquito eggs and larvae. Water temperatures, amount of shade and leaf number were recorded for each site. Results showed that there was a higher diversity and abundance in the old growth and secondary forest areas, but this decreased in oil palm and housing areas. A high abundance of Aedes eggs were associated with increased shade and leaf litter. The dengue vectors Aedes aegypti and Aedes albopictus were found within the housing areas, but not in other land use areas. Very few Aedes eggs hatched successfully in the housing area. This study highlighted that the diversity of mosquito decreased from old growth to housing areas, but the most medically important mosquitoes were only found after urbanisation.","Brant, H. 2011. Changes in abundance, diversity and community composition of mosquitoes based on different land use in Sabah, Malaysia. MSc. Imperial College London, London.",68,27
"IMGP5250-150x150.jpg","Turner-2011-MSc-Thesis.pdf","Impact of logging on Paleotropical bat assemblages: what value to secondary forests hold for biodiversity conservation?","index.html%3Fp=67503.html","Masters Thesis",NA,NA,NA,"Tropical forests around the world are being dramatically altered by human activities. Secondary forests are an increasingly common occurrence throughout the tropics. In Malaysia, unsustainable logging practices are resulting in the conversion of vast expanses of secondary forest to more profitable land-use such as oil palm agriculture. With more than half of Borneo's remaining forest cover in active timber concessions it is important to quantify what value these forests have with regard to biodiversity conservation before they are lost. To inform this goal this study sampled insectivorous bats, which forage in the forest understory, at ten forest sites across a disturbance gradient in Sabah, Borneo. Bat abundance was significantly lower in the most-disturbed sites than in the least-disturbed sites. Species richness did not change in association with the level of disturbance. Changes in the composition of the bat community were driven by three, tree-cavity and foliage-roosting, species: Kerivoula papillosa; K. hardwickii and; Murina suilla. K. papillosa is shown to be particularly vulnerable to logging-disturbance, whereas K. hardwickii and M. suilla benefit from it. This study found compelling evidence for retaining secondary forests as important tools in biodiversity conservation. It requests that the IUCN Red List status of K. papillosa be re-assessed. Finally it offers some broad recommendations with regards to future conservation of tropical rainforests and improving reduced-impact logging practices.","Turner, A. 2011. Impact of logging on Paleotropical bat assemblages: what value to secondary forests hold for biodiversity conservation? MSc. University of East Anglia, Norwich.",69,206
"P1011719-150x150.jpg","ACTMP-presentation-Hayley1.pdf","Impact of tropical deforestation and fragmentation on mosquito community dynamics","index.html%3Fp=67462.html","Presentation",NA,NA,NA,"","Brant, HL, RM Ewers, I Vythilingam, C Drakeley, S Benedick and J Mumford. 2014. Impacts of Tropical Deforestation and Fragmentation on Mosquito Community Dynamics. ACTMP. Kuala Lumpur, Malaysia.",70,27
"images-150x150.jpg","Rao-2013-MSc-Thesis-earthworms.pdf","Different land use effect on earthworms at SAFE Project site in Sabah, Borneo (MSc)","index.html%3Fp=67405.html","Masters Thesis",NA,NA,NA,"Earthworms are a major component of the soil biota as 'ecosystem engineers' sensitive to disturbance and the impact of deforestation on earthworms remains as one the least studied subject in tropical Borneo whose rainforest is fast disappearing due to logging and intensive agriculture. As such, this study investigated the impact of land use disturbance on earthworms by comparing their abundance per m2 across forest modification gradient and measured changes in environmental variables across the gradient and their subsequent effect on earthworms. Old growth (OG2), secondary logged forest (B and F) and oil palm (OP2 and OP3) sites were surveyed in SAFE Project site in Sabah, Borneo. Transect and monolith digging methods were employed to sample earthworms from soil. At each monolith, environmental variables were measured to characterise each land use by canopy exposure, litter depth and forest quality and soil samples were taken to analyse soil properties. Earthworm abundance was highest in OG2 and decreased across the disturbance gradient and was significantly lower in OP2 indicating some level of tolerance between old growth and secondary forest system. However, functional group response and changes in functional group composition varied significantly between land uses and corresponded significantly to variation in environmental variables which also significantly differed between land uses. Changes in functional group response potentially show greater implication for soil function and the ecosystem services derived from the processes. Therefore, further investigation on impact of functional group composition changes on soil function due to different land use is needed.","Rao, S. V. 2013. Different land use effect on earthworms at SAFE Project site in Sabah, Borneo. MSc Thesis. Nottingham Trent University, Nottingham.",71,171
"images-150x150.jpg","Rao-et-al-2013-earthworms.pdf","Different land use effect on earthworms at SAFE Project site in Sabah, Borneo","index.html%3Fp=67396.html","Poster",NA,NA,NA,"","Rao SV, SB Harrison, S Panha and VK Chey. 2013. Different land use effect on earthworms at SAFE Project site in Sabah, Borneo.",72,171
"Wearn_O_thumb-150x150.png","Wearn_O_OxfordBiodivTech.pdf","Tracking mammalian communities in time and space in Borneo","index.html%3Fp=67375.html","Poster",NA,NA,NA,"","Wearn OR, RM Ewers, C Carbone and JM Rowcliffe. 2012. Tracking mammalian communities in time and space in Borneo. Biodiversity Technologies Symposium. Biodiversity Institute, University of Oxford, UK.",73,215
"Turner_A_thumb-150x150.png","Turner_A_ScienceAtSAFE.pdf","Biodiversity Monitoring in Tropical Commodity Certification Schemes","index.html%3Fp=67373.html","Poster",NA,NA,NA,"","Turner A, Bernard H, van Balen S, Boonman A, Davies Z, Puri R, Griffiths R and Struebig M. 2012. Biodiversity Monitoring in Tropical Commodity Certification Schemes. Science@SAFE. Imperial College London, Ascot, UK.",74,206
"output-poster.png","brant_et_al_2012_-_silwood_-_mosquitoes.png","Changes in Abundance, Diversity and Community Composition of Mosquitoes Based on Different Land Use in Sabah, Malaysia","index.html%3Fp=67371.html","Poster",NA,NA,NA,"","Brant HL, Knight J, Benedick S and Ewers RM. 2012. Changes in Abundance, Diversity and Community Composition of Mosquitoes Based on Different Land Use in Sabah, Malaysia. Science@SAFE. Imperial College London, Ascot, UK.",75,27
