"location","type","plot_size","display_order","parent","region","fractal_order","transect_order","centroid_x","centroid_y","source","bbox_xmin","bbox_ymin","bbox_xmax","bbox_ymax","wkt_wgs84"
"VJRS-2-3","Camera trap",null,7,null,"SAFE",null,null,117.540189084762,4.66601478961471,"SAFE_Camera_Traps_WGS84.shp",117.540189084762,4.66601478961471,117.540189084762,4.66601478961471,"SRID=4326;POINT (117.5402 4.666015)"
"RR1-FIT-0m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5434726,4.756347,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5434726,4.756347,117.5434726,4.756347,"SRID=4326;POINT (117.5435 4.756347)"
"RR1-FIT-1000m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5348517,4.7578501,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5348517,4.7578501,117.5348517,4.7578501,"SRID=4326;POINT (117.5349 4.75785)"
"RR1-FIT-200m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5418095,4.7560575,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5418095,4.7560575,117.5418095,4.7560575,"SRID=4326;POINT (117.5418 4.756057)"
"RR1-FIT-500m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5392134,4.756976,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5392134,4.756976,117.5392134,4.756976,"SRID=4326;POINT (117.5392 4.756976)"
"RR10-FIT-0m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5348329,4.640461,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5348329,4.640461,117.5348329,4.640461,"SRID=4326;POINT (117.5348 4.640461)"
"RR10-FIT-1000m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5298957,4.6336051,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5298957,4.6336051,117.5298957,4.6336051,"SRID=4326;POINT (117.5299 4.633605)"
"RR10-FIT-200m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5347562,4.6387358,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5347562,4.6387358,117.5347562,4.6387358,"SRID=4326;POINT (117.5348 4.638736)"
"RR10-FIT-500m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5335357,4.6366958,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5335357,4.6366958,117.5335357,4.6366958,"SRID=4326;POINT (117.5335 4.636696)"
"RR18-FIT-0m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5231053,4.6941099,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5231053,4.6941099,117.5231053,4.6941099,"SRID=4326;POINT (117.5231 4.69411)"
"RR18-FIT-1000m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5155795,4.6989631,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5155795,4.6989631,117.5155795,4.6989631,"SRID=4326;POINT (117.5156 4.698963)"
"RR18-FIT-200m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5223226,4.6956758,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5223226,4.6956758,117.5223226,4.6956758,"SRID=4326;POINT (117.5223 4.695676)"
"RR18-FIT-500m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5202146,4.6972421,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5202146,4.6972421,117.5202146,4.6972421,"SRID=4326;POINT (117.5202 4.697242)"
"RR7-FIT-0m","Flight intercept traps",null,7,null,"SAFE",null,null,117.595435,4.656588,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.595435,4.656588,117.595435,4.656588,"SRID=4326;POINT (117.5954 4.656588)"
"RR7-FIT-1000m","Flight intercept traps",null,7,null,"SAFE",null,null,117.6042594,4.6574076,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.6042594,4.6574076,117.6042594,4.6574076,"SRID=4326;POINT (117.6043 4.657408)"
"RR7-FIT-200m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5970947,4.6564755,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5970947,4.6564755,117.5970947,4.6564755,"SRID=4326;POINT (117.5971 4.656475)"
"RR7-FIT-500m","Flight intercept traps",null,7,null,"SAFE",null,null,117.5995895,4.6553872,"LOMBOK_Flight_intercept_traps_2012_WGS84.shp",117.5995895,4.6553872,117.5995895,4.6553872,"SRID=4326;POINT (117.5996 4.655387)"
"0M-ADB-1-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5731425,4.7008728,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5731425,4.7008728,117.5731425,4.7008728,"SRID=4326;POINT (117.5731 4.700873)"
"0M-ADB-1-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5721712,4.7008328,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5721712,4.7008328,117.5721712,4.7008328,"SRID=4326;POINT (117.5722 4.700833)"
"0M-ADB-1-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5726071,4.7008359,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5726071,4.7008359,117.5726071,4.7008359,"SRID=4326;POINT (117.5726 4.700836)"
"0M-ADB-2-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5727735,4.701757,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5727735,4.701757,117.5727735,4.701757,"SRID=4326;POINT (117.5728 4.701757)"
"0M-ADB-2-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5718747,4.7017608,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5718747,4.7017608,117.5718747,4.7017608,"SRID=4326;POINT (117.5719 4.701761)"
"0M-ADB-2-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5723104,4.7018121,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5723104,4.7018121,117.5723104,4.7018121,"SRID=4326;POINT (117.5723 4.701812)"
"0M-ADB-3-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5729544,4.702753,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5729544,4.702753,117.5729544,4.702753,"SRID=4326;POINT (117.573 4.702753)"
"0M-ADB-3-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5718659,4.7027591,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5718659,4.7027591,117.5718659,4.7027591,"SRID=4326;POINT (117.5719 4.702759)"
"0M-ADB-3-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5723686,4.7028561,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5723686,4.7028561,117.5723686,4.7028561,"SRID=4326;POINT (117.5724 4.702856)"
"0M-ADB-4-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5728715,4.7038105,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5728715,4.7038105,117.5728715,4.7038105,"SRID=4326;POINT (117.5729 4.703811)"
"0M-ADB-4-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.571925,4.7038771,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.571925,4.7038771,117.571925,4.7038771,"SRID=4326;POINT (117.5719 4.703877)"
"0M-ADB-4-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5723865,4.7038205,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5723865,4.7038205,117.5723865,4.7038205,"SRID=4326;POINT (117.5724 4.70382)"
"120M-ADB-1-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6399549,4.714072,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6399549,4.714072,117.6399549,4.714072,"SRID=4326;POINT (117.64 4.714072)"
"120M-ADB-1-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6387817,4.7142279,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6387817,4.7142279,117.6387817,4.7142279,"SRID=4326;POINT (117.6388 4.714228)"
"120M-ADB-1-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6392657,4.7143187,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6392657,4.7143187,117.6392657,4.7143187,"SRID=4326;POINT (117.6393 4.714319)"
"120M-ADB-2-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6400452,4.7157485,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6400452,4.7157485,117.6400452,4.7157485,"SRID=4326;POINT (117.64 4.715749)"
"120M-ADB-2-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6392565,4.715598,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6392565,4.715598,117.6392565,4.715598,"SRID=4326;POINT (117.6393 4.715598)"
"120M-ADB-2-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6396648,4.7155891,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6396648,4.7155891,117.6396648,4.7155891,"SRID=4326;POINT (117.6397 4.715589)"
"120M-ADB-3-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6411086,4.7168566,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6411086,4.7168566,117.6411086,4.7168566,"SRID=4326;POINT (117.6411 4.716857)"
"120M-ADB-3-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6401823,4.7168636,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6401823,4.7168636,117.6401823,4.7168636,"SRID=4326;POINT (117.6402 4.716864)"
"120M-ADB-3-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6406882,4.7169029,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6406882,4.7169029,117.6406882,4.7169029,"SRID=4326;POINT (117.6407 4.716903)"
"120M-ADB-4-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6411169,4.7180914,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6411169,4.7180914,117.6411169,4.7180914,"SRID=4326;POINT (117.6411 4.718091)"
"120M-ADB-4-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6402864,4.7181257,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6402864,4.7181257,117.6402864,4.7181257,"SRID=4326;POINT (117.6403 4.718126)"
"120M-ADB-4-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6406585,4.7180879,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6406585,4.7180879,117.6406585,4.7180879,"SRID=4326;POINT (117.6407 4.718088)"
"15M-ADB-1-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5766126,4.6512957,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5766126,4.6512957,117.5766126,4.6512957,"SRID=4326;POINT (117.5766 4.651296)"
"15M-ADB-1-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5759147,4.6518998,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5759147,4.6518998,117.5759147,4.6518998,"SRID=4326;POINT (117.5759 4.6519)"
"15M-ADB-1-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5762201,4.6515464,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5762201,4.6515464,117.5762201,4.6515464,"SRID=4326;POINT (117.5762 4.651546)"
"15M-ADB-2-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5778655,4.6527188,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5778655,4.6527188,117.5778655,4.6527188,"SRID=4326;POINT (117.5779 4.652719)"
"15M-ADB-2-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5768334,4.6526577,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5768334,4.6526577,117.5768334,4.6526577,"SRID=4326;POINT (117.5768 4.652658)"
"15M-ADB-2-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5772985,4.6526719,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5772985,4.6526719,117.5772985,4.6526719,"SRID=4326;POINT (117.5773 4.652672)"
"15M-ADB-3-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.577835,4.6535701,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.577835,4.6535701,117.577835,4.6535701,"SRID=4326;POINT (117.5778 4.65357)"
"15M-ADB-3-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5768479,4.6535732,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5768479,4.6535732,117.5768479,4.6535732,"SRID=4326;POINT (117.5768 4.653573)"
"15M-ADB-3-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5772938,4.6535448,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5772938,4.6535448,117.5772938,4.6535448,"SRID=4326;POINT (117.5773 4.653545)"
"15M-ADB-4-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5780325,4.6543173,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5780325,4.6543173,117.5780325,4.6543173,"SRID=4326;POINT (117.578 4.654317)"
"15M-ADB-4-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5770242,4.6544758,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5770242,4.6544758,117.5770242,4.6544758,"SRID=4326;POINT (117.577 4.654476)"
"15M-ADB-4-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5774138,4.6545185,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5774138,4.6545185,117.5774138,4.6545185,"SRID=4326;POINT (117.5774 4.654519)"
"30M-ADB-1-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6213038,4.7248094,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6213038,4.7248094,117.6213038,4.7248094,"SRID=4326;POINT (117.6213 4.724809)"
"30M-ADB-1-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6212088,4.7238064,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6212088,4.7238064,117.6212088,4.7238064,"SRID=4326;POINT (117.6212 4.723806)"
"30M-ADB-1-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6212964,4.7242727,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6212964,4.7242727,117.6212964,4.7242727,"SRID=4326;POINT (117.6213 4.724273)"
"30M-ADB-2-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6222512,4.724658,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6222512,4.724658,117.6222512,4.724658,"SRID=4326;POINT (117.6223 4.724658)"
"30M-ADB-2-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6222445,4.7236593,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6222445,4.7236593,117.6222445,4.7236593,"SRID=4326;POINT (117.6222 4.723659)"
"30M-ADB-2-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6223201,4.7241111,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6223201,4.7241111,117.6223201,4.7241111,"SRID=4326;POINT (117.6223 4.724111)"
"30M-ADB-3-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6229828,4.725697,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6229828,4.725697,117.6229828,4.725697,"SRID=4326;POINT (117.623 4.725697)"
"30M-ADB-3-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6236269,4.7250423,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6236269,4.7250423,117.6236269,4.7250423,"SRID=4326;POINT (117.6236 4.725042)"
"30M-ADB-3-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6233031,4.7253028,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6233031,4.7253028,117.6233031,4.7253028,"SRID=4326;POINT (117.6233 4.725303)"
"30M-ADB-4-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6233058,4.7265573,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6233058,4.7265573,117.6233058,4.7265573,"SRID=4326;POINT (117.6233 4.726557)"
"30M-ADB-4-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6243063,4.7261643,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6243063,4.7261643,117.6243063,4.7261643,"SRID=4326;POINT (117.6243 4.726164)"
"30M-ADB-4-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.6238224,4.7263959,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.6238224,4.7263959,117.6238224,4.7263959,"SRID=4326;POINT (117.6238 4.726396)"
"CAMP-ADB-1-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5777534,4.6752439,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5777534,4.6752439,117.5777534,4.6752439,"SRID=4326;POINT (117.5778 4.675244)"
"CAMP-ADB-1-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5770114,4.6746585,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5770114,4.6746585,117.5770114,4.6746585,"SRID=4326;POINT (117.577 4.674659)"
"CAMP-ADB-1-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5773616,4.6749571,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5773616,4.6749571,117.5773616,4.6749571,"SRID=4326;POINT (117.5774 4.674957)"
"CAMP-ADB-2-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5771413,4.6760977,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5771413,4.6760977,117.5771413,4.6760977,"SRID=4326;POINT (117.5771 4.676098)"
"CAMP-ADB-2-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5762925,4.6756233,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5762925,4.6756233,117.5762925,4.6756233,"SRID=4326;POINT (117.5763 4.675623)"
"CAMP-ADB-2-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.576772,4.6758333,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.576772,4.6758333,117.576772,4.6758333,"SRID=4326;POINT (117.5768 4.675833)"
"CAMP-ADB-3-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5764577,4.6767623,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5764577,4.6767623,117.5764577,4.6767623,"SRID=4326;POINT (117.5765 4.676762)"
"CAMP-ADB-3-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5756422,4.6763313,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5756422,4.6763313,117.5756422,4.6763313,"SRID=4326;POINT (117.5756 4.676331)"
"CAMP-ADB-3-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.57603,4.6766265,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.57603,4.6766265,117.57603,4.6766265,"SRID=4326;POINT (117.576 4.676627)"
"CAMP-ADB-4-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5763151,4.6779366,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5763151,4.6779366,117.5763151,4.6779366,"SRID=4326;POINT (117.5763 4.677937)"
"CAMP-ADB-4-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5754815,4.678053,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5754815,4.678053,117.5754815,4.678053,"SRID=4326;POINT (117.5755 4.678053)"
"CAMP-ADB-4-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5759594,4.6778857,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5759594,4.6778857,117.5759594,4.6778857,"SRID=4326;POINT (117.576 4.677886)"
"MALIAU-ADB-1-0","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9582966,4.7370497,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9582966,4.7370497,116.9582966,4.7370497,"SRID=4326;POINT (116.9583 4.73705)"
"MALIAU-ADB-1-100","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9584058,4.7380615,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9584058,4.7380615,116.9584058,4.7380615,"SRID=4326;POINT (116.9584 4.738061)"
"MALIAU-ADB-1-50","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9584238,4.7376526,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9584238,4.7376526,116.9584238,4.7376526,"SRID=4326;POINT (116.9584 4.737653)"
"MALIAU-ADB-2-0","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.959614,4.7369375,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.959614,4.7369375,116.959614,4.7369375,"SRID=4326;POINT (116.9596 4.736937)"
"MALIAU-ADB-2-100","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9592782,4.7379604,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9592782,4.7379604,116.9592782,4.7379604,"SRID=4326;POINT (116.9593 4.73796)"
"MALIAU-ADB-2-50","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9594185,4.7373826,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9594185,4.7373826,116.9594185,4.7373826,"SRID=4326;POINT (116.9594 4.737383)"
"MALIAU-ADB-3-0","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9605385,4.7371256,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9605385,4.7371256,116.9605385,4.7371256,"SRID=4326;POINT (116.9605 4.737126)"
"MALIAU-ADB-3-100","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9603589,4.7381693,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9603589,4.7381693,116.9603589,4.7381693,"SRID=4326;POINT (116.9604 4.738169)"
"MALIAU-ADB-3-50","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.960379,4.7376356,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.960379,4.7376356,116.960379,4.7376356,"SRID=4326;POINT (116.9604 4.737636)"
"MALIAU-ADB-4-0","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9619204,4.7380909,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9619204,4.7380909,116.9619204,4.7380909,"SRID=4326;POINT (116.9619 4.738091)"
"MALIAU-ADB-4-100","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9612309,4.7387123,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9612309,4.7387123,116.9612309,4.7387123,"SRID=4326;POINT (116.9612 4.738712)"
"MALIAU-ADB-4-50","Ant and dungbeetle transects",null,7,null,"Maliau",null,null,116.9615605,4.7383557,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",116.9615605,4.7383557,116.9615605,4.7383557,"SRID=4326;POINT (116.9616 4.738356)"
"OP1-ADB-1-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4559096,4.6865764,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4559096,4.6865764,117.4559096,4.6865764,"SRID=4326;POINT (117.4559 4.686576)"
"OP1-ADB-1-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4554465,4.6856973,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4554465,4.6856973,117.4554465,4.6856973,"SRID=4326;POINT (117.4554 4.685697)"
"OP1-ADB-1-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4556571,4.6860787,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4556571,4.6860787,117.4556571,4.6860787,"SRID=4326;POINT (117.4557 4.686079)"
"OP1-ADB-2-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4554219,4.6873018,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4554219,4.6873018,117.4554219,4.6873018,"SRID=4326;POINT (117.4554 4.687302)"
"OP1-ADB-2-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4546313,4.6864698,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4546313,4.6864698,117.4546313,4.6864698,"SRID=4326;POINT (117.4546 4.68647)"
"OP1-ADB-2-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4548425,4.686864,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4548425,4.686864,117.4548425,4.686864,"SRID=4326;POINT (117.4548 4.686864)"
"OP1-ADB-3-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4538068,4.6880715,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4538068,4.6880715,117.4538068,4.6880715,"SRID=4326;POINT (117.4538 4.688072)"
"OP1-ADB-3-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.453576,4.6872085,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.453576,4.6872085,117.453576,4.6872085,"SRID=4326;POINT (117.4536 4.687208)"
"OP1-ADB-3-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4535732,4.6876454,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4535732,4.6876454,117.4535732,4.6876454,"SRID=4326;POINT (117.4536 4.687645)"
"OP1-ADB-4-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4528267,4.6885182,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4528267,4.6885182,117.4528267,4.6885182,"SRID=4326;POINT (117.4528 4.688518)"
"OP1-ADB-4-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4524704,4.6876408,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4524704,4.6876408,117.4524704,4.6876408,"SRID=4326;POINT (117.4525 4.687641)"
"OP1-ADB-4-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.4526339,4.6880893,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.4526339,4.6880893,117.4526339,4.6880893,"SRID=4326;POINT (117.4526 4.688089)"
"OP10-ADB-1-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5429752,4.614691,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5429752,4.614691,117.5429752,4.614691,"SRID=4326;POINT (117.543 4.614691)"
"OP10-ADB-1-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5434637,4.6154187,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5434637,4.6154187,117.5434637,4.6154187,"SRID=4326;POINT (117.5435 4.615419)"
"OP10-ADB-1-50","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5432065,4.615031,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5432065,4.615031,117.5432065,4.615031,"SRID=4326;POINT (117.5432 4.615031)"
"OP10-ADB-2-0","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5435908,4.6138571,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5435908,4.6138571,117.5435908,4.6138571,"SRID=4326;POINT (117.5436 4.613857)"
"OP10-ADB-2-100","Ant and dungbeetle transects",null,7,null,"SAFE",null,null,117.5440762,4.6146005,"LOMBOK_ant_and_dungbeetle_2011_WGS84.shp",117.5440762,4.6146005,117.5440762,4.6146005,"SRID=4326;POINT (117.5441 4.6146)"
